,Unnamed: 0,PropertyID,SaleDollarCnt,TransDate,censusblockgroup,ZoneCodeCounty,Usecode,BedroomCnt,BathroomCnt,FinishedSquareFeet,GarageSquareFeet,LotSizeSquareFeet,StoryCnt,BuiltYear,ViewType,Latitude,Longitude,BGMedHomeValue,BGMedRent,BGMedYearBuilt,BGPctOwn,BGPctVacant,BGMedIncome,BGPctKids,BGMedAge,TransYear,TransMonth,TransDay,BlockGroup,Block
7323,7323,49035015,535000.0,7/31/2015,530000000000.0,R5,9,3.0,2.0,1440.0,520.0,7800,1,1957.0,0,47599193,-122119214,453500.0,,1965.0,0.9432,0.0,109861,0.3552,43.0,2015,7,31,530330233001,530330233001015.0
7324,7324,49035038,602500.0,9/2/2015,530000000000.0,R5,9,3.0,2.25,1840.0,480.0,8000,1,1958.0,0,47599558,-122117167,643200.0,1566.0,1967.0,0.8854,0.0972,115625,0.4618,41.8,2015,9,2,530330231003,530330231003011.0
7325,7325,49035067,555000.0,9/26/2015,530000000000.0,R3.5,9,4.0,2.25,2110.0,590.0,8910,1,1959.0,0,47597901,-122117368,453500.0,,1965.0,0.9432,0.0,109861,0.3552,43.0,2015,9,26,530330233001,530330233001021.0
7326,7326,49035153,530000.0,5/9/2015,530000000000.0,R3.5,9,3.0,1.75,1430.0,460.0,10350,1,1959.0,0,47635336,-122123124,443900.0,1797.0,1965.0,0.7568,0.0,111071,0.2601,39.2,2015,5,9,530330229011,530330229011010.0
7327,7327,49035155,490000.0,9/5/2015,530000000000.0,R3.5,9,5.0,2.0,1700.0,490.0,10350,1,1959.0,0,47635329,-122122515,443900.0,1797.0,1965.0,0.7568,0.0,111071,0.2601,39.2,2015,9,5,530330229011,530330229011010.0
7328,7328,49035167,682300.0,8/8/2015,530000000000.0,R5,9,3.0,2.0,1740.0,460.0,8560,1,1962.0,0,47590756,-122149699,389400.0,1539.0,1980.0,0.4242,0.0859,86382,0.2121,35.0,2015,8,8,530330234012,530330234012010.0
7329,7329,49035215,355000.0,7/28/2015,530000000000.0,R6,9,3.0,1.0,1200.0,0.0,6982,1,1954.0,0,47734506,-122331936,341800.0,1137.0,1966.0,0.6479,0.0,93173,0.158,54.1,2015,7,28,530330210002,530330210002016.0
7330,7330,49035254,451950.0,5/29/2015,530000000000.0,R6,9,4.0,2.5,2500.0,670.0,7995,2,1991.0,0,47428961,-122157732,312200.0,1131.0,1983.0,0.8408,0.021,91467,0.3256,42.9,2015,5,29,530330293072,530330293072000.0
7331,7331,49035273,467300.0,7/1/2015,530000000000.0,R6,9,4.0,2.5,3030.0,730.0,8010,2,1991.0,0,47429419,-122156716,271900.0,1424.0,1979.0,0.7553,0.0508,93140,0.5048,34.6,2015,7,1,530330293073,530330293073009.0
7332,7332,49035330,1750000.0,8/7/2015,530000000000.0,R1,9,4.0,4.5,4420.0,1230.0,35299,1,1996.0,0,47580647,-122066324,665900.0,1235.0,1982.0,0.836,0.1375,135563,0.4237,35.5,2015,8,7,530330322073,530330322073002.0
7333,7333,49035346,775000.0,8/6/2015,530000000000.0,R2.5,9,5.0,2.75,2970.0,0.0,12103,1,1964.0,0,47622299,-122147303,586600.0,739.0,1970.0,0.5033,0.0,81354,0.2119,46.9,2015,8,6,530330236031,530330236031003.0
7334,7334,49035362,850000.0,6/13/2015,530000000000.0,R2.5,9,5.0,2.25,3620.0,480.0,12730,1,1965.0,0,47621390,-122146926,586600.0,739.0,1970.0,0.5033,0.0,81354,0.2119,46.9,2015,6,13,530330236031,530330236031003.0
7335,7335,49035401,663000.0,7/28/2015,530000000000.0,R2.5,9,5.0,2.5,2620.0,420.0,13391,1,1977.0,0,47622024,-122152225,586600.0,739.0,1970.0,0.5033,0.0,81354,0.2119,46.9,2015,7,28,530330236031,530330236031005.0
7336,7336,49035437,670000.0,7/10/2015,530000000000.0,R6,9,3.0,2.5,1670.0,700.0,7969,1,1970.0,82,47776422,-122388925,590200.0,1398.0,1958.0,0.9137,0.0943,129531,0.2946,50.6,2015,7,10,530330201003,530330201003005.0
7337,7337,49035456,328000.0,5/27/2015,530000000000.0,SF 5000,9,3.0,1.0,1080.0,0.0,8910,1,1947.0,79,47519803,-122362194,250400.0,735.0,1964.0,0.4129,0.0632,41964,0.4301,32.4,2015,5,27,530330114022,530330114022017.0
7338,7338,49035463,305000.0,8/25/2015,530000000000.0,SF 5000,9,2.0,1.0,1110.0,0.0,8910,1,1947.0,0,47518734,-122362202,250400.0,735.0,1964.0,0.4129,0.0632,41964,0.4301,32.4,2015,8,25,530330114022,530330114022017.0
7339,7339,49035476,330000.0,9/22/2015,530000000000.0,SF 5000,9,3.0,1.0,1140.0,0.0,5500,1,1947.0,0,47520255,-122362885,273200.0,700.0,1958.0,0.3863,0.0,38636,0.1916,42.9,2015,9,22,530330114023,530330114023000.0
7340,7340,49035600,2188000.0,5/27/2015,530000000000.0,R20,9,5.0,4.0,2710.0,480.0,20186,2,1964.0,0,47642450,-122238173,1000001.0,2001.0,1967.0,0.8697,0.1573,136500,0.4261,44.3,2015,5,27,530330242002,530330242002005.0
7341,7341,49035608,2100000.0,8/29/2015,530000000000.0,R20,9,4.0,5.0,4210.0,820.0,20000,2,1988.0,82,47641348,-122236888,1000001.0,2001.0,1967.0,0.8697,0.1573,136500,0.4261,44.3,2015,8,29,530330242002,530330242002005.0
7342,7342,49035616,5493000.0,6/16/2015,530000000000.0,R20,9,4.0,3.25,4610.0,700.0,24825,2,1988.0,244,47640893,-122234997,1000001.0,2001.0,1967.0,0.8697,0.1573,136500,0.4261,44.3,2015,6,16,530330242002,530330242002005.0
7343,7343,49035833,240000.0,8/1/2015,530000000000.0,R8,9,3.0,2.0,1270.0,500.0,9082,1,1966.0,0,47464955,-122194685,270100.0,1005.0,1980.0,0.6276,0.0582,57422,0.3919,33.3,2015,8,1,530330257012,530330257012028.0
7344,7344,49035836,330000.0,5/15/2015,530000000000.0,R8,9,4.0,1.75,1720.0,530.0,8300,1,1965.0,78,47465431,-122194318,270100.0,1005.0,1980.0,0.6276,0.0582,57422,0.3919,33.3,2015,5,15,530330257012,530330257012028.0
7345,7345,49035850,397500.0,7/1/2015,530000000000.0,R8,9,4.0,2.25,1970.0,500.0,8500,1,1966.0,0,47464710,-122192755,270100.0,1005.0,1980.0,0.6276,0.0582,57422,0.3919,33.3,2015,7,1,530330257012,530330257012029.0
7346,7346,49035890,360000.0,9/10/2015,530000000000.0,R8,9,3.0,1.75,2200.0,550.0,7500,1,1972.0,0,47463929,-122193353,270100.0,1005.0,1980.0,0.6276,0.0582,57422,0.3919,33.3,2015,9,10,530330257012,530330257012028.0
7347,7347,49036017,320000.0,9/10/2015,530000000000.0,R8,9,3.0,1.75,1680.0,480.0,7500,1,1976.0,0,47463113,-122190693,228100.0,929.0,1975.0,0.6181,0.0568,60924,0.3059,37.3,2015,9,10,530330258053,530330258053005.0
7348,7348,49036048,337500.0,5/1/2015,530000000000.0,R8,9,3.0,3.0,1530.0,130.0,6600,1,1968.0,0,47461952,-122188304,228100.0,929.0,1975.0,0.6181,0.0568,60924,0.3059,37.3,2015,5,1,530330258053,530330258053004.0
7349,7349,49036074,311750.0,8/1/2015,530000000000.0,R8,9,4.0,2.0,1440.0,500.0,8300,1,1968.0,0,47462937,-122186654,228100.0,929.0,1975.0,0.6181,0.0568,60924,0.3059,37.3,2015,8,1,530330258053,530330258053000.0
7350,7350,49036167,350000.0,5/23/2015,530000000000.0,R6,9,3.0,1.5,1430.0,0.0,7539,1,1952.0,0,47754352,-122352612,330500.0,896.0,1957.0,0.7946,0.0,65714,0.2871,45.0,2015,5,23,530330207003,530330207003004.0
7351,7351,49036192,1360000.0,7/3/2015,530000000000.0,R6,9,4.0,2.5,2740.0,480.0,20449,2,1978.0,78,47744131,-122262641,522100.0,1882.0,1977.0,0.806,0.1261,103000,0.2488,49.5,2015,7,3,530330221012,530330221012006.0
7352,7352,49036208,406000.0,4/8/2015,530000000000.0,R6,9,3.0,1.0,1090.0,350.0,11292,1,1952.0,0,47742879,-122358063,340000.0,591.0,1966.0,0.6244,0.047,53750,0.2629,43.4,2015,4,8,530330209002,530330209002002.0
7353,7353,49036452,537200.0,6/20/2015,530000000000.0,R4,9,3.0,2.25,1760.0,560.0,12342,2,1984.0,0,47617859,-122048617,451000.0,,1983.0,0.9602,0.0461,138810,0.4688,42.2,2015,6,20,530330323174,530330323174002.0
7354,7354,49036468,445000.0,6/9/2015,530000000000.0,SF 7200,9,3.0,1.0,870.0,310.0,8040,1,1953.0,0,47704828,-122367806,313000.0,1028.0,1981.0,0.316,0.0,60231,0.3893,33.2,2015,6,9,530330014003,530330014003005.0
7355,7355,49036499,365000.0,5/2/2015,530000000000.0,R6,9,3.0,3.0,1800.0,260.0,9010,1,1975.0,0,47772252,-122312194,242000.0,1071.0,1974.0,0.4891,0.0,50596,0.2261,40.0,2015,5,2,530330204011,530330204011022.0
7356,7356,49036556,369950.0,9/18/2015,530000000000.0,R12,9,4.0,2.0,1400.0,0.0,7140,1,1969.0,0,47771925,-122308516,223100.0,871.0,1980.0,0.5149,0.0,49327,0.2301,33.1,2015,9,18,530330204025,530330204025005.0
7357,7357,49036628,1420000.0,4/11/2015,530000000000.0,RS 8.5,9,5.0,3.25,3950.0,960.0,11438,2,2006.0,78,47689879,-122189352,509200.0,1614.0,1981.0,0.5969,0.0742,95486,0.2606,34.0,2015,4,11,530330225001,530330225001001.0
7358,7358,49036650,525000.0,5/6/2015,530000000000.0,RSX 7.2,9,3.0,1.5,1840.0,500.0,10956,1,1970.0,79,47674599,-122164306,466900.0,1656.0,1971.0,0.8648,0.0375,104600,0.293,42.4,2015,5,6,530330226043,530330226043000.0
7359,7359,49036711,932000.0,9/9/2015,530000000000.0,RSX 7.2,9,4.0,2.75,3820.0,460.0,6930,2,2015.0,0,47675613,-122165190,458300.0,1285.0,1985.0,0.7728,0.0653,76576,0.4757,34.5,2015,9,9,530330226041,530330226041012.0
7360,7360,49036820,379000.0,6/27/2015,530000000000.0,R6,9,3.0,1.75,1710.0,0.0,11390,1,1992.0,0,47770453,-122303840,223100.0,871.0,1980.0,0.5149,0.0,49327,0.2301,33.1,2015,6,27,530330204025,530330204025004.0
7361,7361,49036870,362000.0,6/5/2015,530000000000.0,RSX 7.2,9,3.0,1.0,1010.0,400.0,6540,1,1975.0,0,47712896,-122203681,254000.0,1039.0,1988.0,0.5119,0.0,64044,0.2363,33.2,2015,6,5,530330220053,530330220053010.0
7362,7362,49036961,626000.0,4/18/2015,530000000000.0,RSX 7.2,9,3.0,3.0,1810.0,441.0,5107,2,1989.0,0,47688205,-122170936,404500.0,915.0,1996.0,0.5925,0.0399,88229,0.2162,40.3,2015,4,18,530330226035,530330226035002.0
7363,7363,49036962,530000.0,9/15/2015,530000000000.0,RSX 7.2,9,3.0,2.5,1570.0,90.0,5896,1,1989.0,0,47688358,-122170955,404500.0,915.0,1996.0,0.5925,0.0399,88229,0.2162,40.3,2015,9,15,530330226035,530330226035002.0
7364,7364,49037031,515000.0,5/13/2015,530000000000.0,SR6,9,4.0,2.5,2980.0,780.0,12534,2,1996.0,0,47399857,-122210630,415500.0,2001.0,1997.0,0.8495,0.0456,94602,0.5716,33.2,2015,5,13,530330292042,530330292042003.0
7365,7365,49037254,495000.0,8/12/2015,530000000000.0,SF 5000,9,3.0,1.0,1040.0,0.0,5000,2,1915.0,0,47546098,-122393724,422500.0,1285.0,1956.0,0.541,0.0,69342,0.259,33.8,2015,8,12,530330106004,530330106004003.0
7366,7366,49037265,695000.0,6/19/2015,530000000000.0,SF 7200,9,3.0,2.0,1860.0,880.0,6500,1,1948.0,0,47544651,-122395530,595700.0,1397.0,1947.0,0.8253,0.0,111375,0.2635,45.9,2015,6,19,530330106005,530330106005013.0
7367,7367,49037412,643950.0,9/1/2015,530000000000.0,RSX 7.2,9,5.0,3.0,1830.0,200.0,7529,1,1974.0,0,47673495,-122169134,466900.0,1656.0,1971.0,0.8648,0.0375,104600,0.293,42.4,2015,9,1,530330226043,530330226043002.0
7368,7368,49037460,420000.0,9/4/2015,530000000000.0,R4,9,3.0,1.0,970.0,340.0,8925,1,1958.0,0,47677586,-122162127,424200.0,1575.0,1967.0,0.8626,0.0459,103103,0.3286,38.8,2015,9,4,530330226063,530330226063003.0
7369,7369,49037467,478000.0,7/3/2015,530000000000.0,R4,9,3.0,1.0,1280.0,500.0,10449,1,1965.0,0,47676607,-122158878,424200.0,1575.0,1967.0,0.8626,0.0459,103103,0.3286,38.8,2015,7,3,530330226063,530330226063009.0
7370,7370,49037521,345000.0,8/18/2015,530000000000.0,R6,9,4.0,3.0,1890.0,620.0,6728,2,1991.0,0,47350017,-122030492,246400.0,1402.0,2002.0,0.7034,0.0,95893,0.577,33.3,2015,8,18,530330316043,530330316043003.0
7371,7371,49037585,329950.0,6/23/2015,530000000000.0,R6,9,3.0,2.5,1710.0,440.0,7340,2,1991.0,0,47349208,-122027326,246400.0,1402.0,2002.0,0.7034,0.0,95893,0.577,33.3,2015,6,23,530330316043,530330316043001.0
7372,7372,49037594,340000.0,7/24/2015,530000000000.0,R6,9,3.0,2.5,1770.0,430.0,7200,2,1991.0,0,47348637,-122029245,246400.0,1402.0,2002.0,0.7034,0.0,95893,0.577,33.3,2015,7,24,530330316043,530330316043001.0
7373,7373,49037595,416500.0,6/3/2015,530000000000.0,R6,9,3.0,1.5,1470.0,270.0,9120,1,1958.0,0,47758508,-122358223,339000.0,,1959.0,0.9863,0.2327,95735,0.3306,51.7,2015,6,3,530330208002,530330208002000.0
7374,7374,49037657,865000.0,5/15/2015,530000000000.0,LR1,9,4.0,3.5,2750.0,0.0,5527,2,1987.0,78,47651278,-122367895,486300.0,995.0,1978.0,0.3321,0.0659,60000,0.0511,26.0,2015,5,15,530330059001,530330059001031.0
7375,7375,49037934,300000.0,9/22/2015,530000000000.0,SF 5000,9,2.0,1.0,700.0,0.0,5000,1,1951.0,0,47518975,-122372706,273200.0,700.0,1958.0,0.3863,0.0,38636,0.1916,42.9,2015,9,22,530330114023,530330114023010.0
7376,7376,49037958,375000.0,7/11/2015,530000000000.0,SF 5000,9,2.0,1.0,1310.0,0.0,6090,1,1951.0,0,47518248,-122371648,273200.0,700.0,1958.0,0.3863,0.0,38636,0.1916,42.9,2015,7,11,530330114023,530330114023005.0
7377,7377,49037976,264950.0,4/30/2015,530000000000.0,SF 5000,9,2.0,1.0,1000.0,0.0,6000,1,1951.0,0,47520861,-122371616,273200.0,700.0,1958.0,0.3863,0.0,38636,0.1916,42.9,2015,4,30,530330114023,530330114023005.0
7378,7378,49038015,285000.0,9/16/2015,530000000000.0,SF 5000,9,3.0,1.0,870.0,0.0,5200,1,1951.0,0,47518135,-122373735,273200.0,700.0,1958.0,0.3863,0.0,38636,0.1916,42.9,2015,9,16,530330114023,530330114023006.0
7379,7379,49038034,380000.0,8/7/2015,530000000000.0,SF 5000,9,2.0,1.0,900.0,0.0,6840,1,2009.0,0,47517203,-122373704,284800.0,1175.0,1948.0,0.637,0.0,54667,0.2478,35.6,2015,8,7,530330120001,530330120001000.0
7380,7380,49038041,320000.0,6/27/2015,530000000000.0,SF 5000,9,3.0,1.0,980.0,0.0,6840,1,1942.0,0,47517185,-122372090,284800.0,1175.0,1948.0,0.637,0.0,54667,0.2478,35.6,2015,6,27,530330120001,530330120001000.0
7381,7381,49038053,315000.0,9/10/2015,530000000000.0,SF 5000,9,2.0,1.0,740.0,0.0,6840,1,1942.0,0,47516872,-122373483,284800.0,1175.0,1948.0,0.637,0.0,54667,0.2478,35.6,2015,9,10,530330120001,530330120001000.0
7382,7382,49038074,278950.0,6/24/2015,530000000000.0,SF 5000,9,2.0,1.0,710.0,0.0,6420,1,1942.0,79,47516297,-122376387,284800.0,1175.0,1948.0,0.637,0.0,54667,0.2478,35.6,2015,6,24,530330120001,530330120001001.0
7383,7383,49038087,299500.0,5/1/2015,530000000000.0,SF 5000,9,2.0,1.0,740.0,0.0,6300,1,1942.0,79,47515833,-122375894,284800.0,1175.0,1948.0,0.637,0.0,54667,0.2478,35.6,2015,5,1,530330120001,530330120001001.0
7384,7384,49038132,343500.0,8/28/2015,530000000000.0,SF 5000,9,2.0,1.0,890.0,0.0,7560,1,1942.0,79,47513950,-122373943,284800.0,1175.0,1948.0,0.637,0.0,54667,0.2478,35.6,2015,8,28,530330120001,530330120001013.0
7385,7385,49038141,289000.0,5/1/2015,530000000000.0,SF 5000,9,2.0,1.0,710.0,0.0,6300,1,1942.0,0,47515488,-122374083,284800.0,1175.0,1948.0,0.637,0.0,54667,0.2478,35.6,2015,5,1,530330120001,530330120001013.0
7386,7386,49038143,280000.0,8/6/2015,530000000000.0,SF 5000,9,2.0,1.0,670.0,0.0,6300,1,1942.0,79,47515816,-122374127,284800.0,1175.0,1948.0,0.637,0.0,54667,0.2478,35.6,2015,8,6,530330120001,530330120001013.0
7387,7387,49038199,299000.0,4/10/2015,530000000000.0,SF 5000,9,2.0,1.0,710.0,0.0,6732,1,1942.0,78,47515071,-122372346,284800.0,1175.0,1948.0,0.637,0.0,54667,0.2478,35.6,2015,4,10,530330120001,530330120001014.0
7388,7388,49038213,288000.0,7/16/2015,530000000000.0,SF 5000,9,2.0,1.0,710.0,0.0,7200,1,1942.0,0,47513869,-122371499,284800.0,1175.0,1948.0,0.637,0.0,54667,0.2478,35.6,2015,7,16,530330120001,530330120001015.0
7389,7389,49038234,295000.0,4/17/2015,530000000000.0,SF 5000,9,2.0,1.0,670.0,0.0,7952,1,1942.0,0,47512429,-122371959,284800.0,1175.0,1948.0,0.637,0.0,54667,0.2478,35.6,2015,4,17,530330120001,530330120001016.0
7390,7390,49038284,310000.0,8/13/2015,530000000000.0,SF 5000,9,3.0,1.0,1210.0,0.0,7000,1,1942.0,78,47512071,-122375881,284800.0,1175.0,1948.0,0.637,0.0,54667,0.2478,35.6,2015,8,13,530330120001,530330120001010.0
7391,7391,49038295,275000.0,8/21/2015,530000000000.0,SF 5000,9,2.0,1.0,1210.0,0.0,6300,1,1942.0,0,47513293,-122375556,284800.0,1175.0,1948.0,0.637,0.0,54667,0.2478,35.6,2015,8,21,530330120001,530330120001010.0
7392,7392,49038656,350000.0,8/26/2015,530000000000.0,R5,9,5.0,3.0,3070.0,0.0,18731,1,1963.0,0,47319356,-122191893,280700.0,1230.0,1990.0,0.8155,0.0579,89010,0.3726,35.8,2015,8,26,530330312053,530330312053011.0
7393,7393,49038667,307000.0,5/29/2015,530000000000.0,R5,9,3.0,2.5,1720.0,810.0,6896,2,2000.0,0,47318698,-122190468,280700.0,1230.0,1990.0,0.8155,0.0579,89010,0.3726,35.8,2015,5,29,530330312053,530330312053010.0
7394,7394,49038676,355000.0,8/19/2015,530000000000.0,R5,9,4.0,3.0,2550.0,650.0,7661,2,2000.0,0,47320189,-122190013,280700.0,1230.0,1990.0,0.8155,0.0579,89010,0.3726,35.8,2015,8,19,530330312053,530330312053010.0
7395,7395,49038688,230450.0,9/19/2015,530000000000.0,RA5,9,3.0,1.0,1460.0,0.0,9954,1,1968.0,0,47375387,-122100544,275600.0,1268.0,1982.0,0.7807,0.0,64737,0.3021,44.6,2015,9,19,530330320051,530330320051014.0
7396,7396,49038704,257000.0,9/1/2015,530000000000.0,RA5,9,3.0,1.75,890.0,360.0,15576,1,1968.0,0,47375651,-122098530,275600.0,1268.0,1982.0,0.7807,0.0,64737,0.3021,44.6,2015,9,1,530330320051,530330320051014.0
7397,7397,49038851,459950.0,6/27/2015,530000000000.0,RA5,9,4.0,2.5,2970.0,0.0,36230,1,1977.0,0,47342816,-122059999,342800.0,1054.0,1980.0,0.8767,0.1679,77143,0.2309,45.6,2015,6,27,530330320061,530330320061007.0
7398,7398,49038853,395000.0,9/30/2015,530000000000.0,RA5,9,4.0,3.0,2220.0,580.0,25449,1,1977.0,0,47342447,-122061070,342800.0,1054.0,1980.0,0.8767,0.1679,77143,0.2309,45.6,2015,9,30,530330320061,530330320061007.0
7399,7399,49038868,355000.0,8/28/2015,530000000000.0,RA5,9,4.0,3.0,2070.0,480.0,27844,2,1977.0,0,47342762,-122062789,342800.0,1054.0,1980.0,0.8767,0.1679,77143,0.2309,45.6,2015,8,28,530330320061,530330320061008.0
7400,7400,49038935,325000.0,5/23/2015,530000000000.0,R8,9,3.0,1.75,1770.0,290.0,7937,1,1979.0,0,47434332,-122194205,240200.0,1373.0,1994.0,0.5671,0.0,76146,0.4269,30.3,2015,5,23,530330293034,530330293034007.0
7401,7401,49038956,299000.0,5/1/2015,530000000000.0,R8,9,1.0,3.0,1980.0,230.0,7521,1,1979.0,0,47434292,-122191913,240200.0,1373.0,1994.0,0.5671,0.0,76146,0.4269,30.3,2015,5,1,530330293034,530330293034000.0
7402,7402,49038998,336500.0,4/4/2015,530000000000.0,R6,9,4.0,2.0,1760.0,160.0,7268,1,1979.0,0,47426657,-122148267,271900.0,1424.0,1979.0,0.7553,0.0508,93140,0.5048,34.6,2015,4,4,530330293073,530330293073015.0
7403,7403,49039068,315000.0,7/8/2015,530000000000.0,R6,9,3.0,1.75,1100.0,480.0,8238,1,1979.0,0,47424637,-122144255,271900.0,1424.0,1979.0,0.7553,0.0508,93140,0.5048,34.6,2015,7,8,530330293073,530330293073014.0
7404,7404,49039116,539000.0,6/6/2015,530000000000.0,SF 5000,9,3.0,1.0,1290.0,0.0,5000,2,1911.0,0,47572723,-122381062,443200.0,1105.0,1939.0,0.8782,0.0,91125,0.3705,40.4,2015,6,6,530330098002,530330098002009.0
7405,7405,49039272,287500.0,4/25/2015,530000000000.0,R8,9,3.0,2.0,1760.0,440.0,7147,1,1936.0,79,47479974,-122231875,304700.0,542.0,1963.0,0.4462,0.0637,44449,0.1519,42.6,2015,4,25,530330260022,530330260022024.0
7406,7406,49039341,751000.0,7/10/2015,530000000000.0,SF 5000,9,3.0,2.5,1900.0,400.0,3060,2,1986.0,78,47683337,-122324803,592100.0,2001.0,1939.0,0.8899,0.0299,136667,0.348,36.4,2015,7,10,530330027002,530330027002031.0
7407,7407,49039435,620000.0,8/8/2015,530000000000.0,R4,9,4.0,2.25,2520.0,500.0,17037,1,1974.0,0,47628691,-122052194,627100.0,,1979.0,0.9482,0.0,150741,0.3825,44.9,2015,8,8,530330323171,530330323171003.0
7408,7408,49039463,777150.0,9/18/2015,530000000000.0,R4,9,3.0,3.25,2840.0,800.0,17602,1,1978.0,246,47629484,-122057417,627100.0,,1979.0,0.9482,0.0,150741,0.3825,44.9,2015,9,18,530330323171,530330323171010.0
7409,7409,49039480,750000.0,4/9/2015,530000000000.0,R4,9,5.0,3.0,3330.0,480.0,12408,1,1976.0,246,47631844,-122057735,627100.0,,1979.0,0.9482,0.0,150741,0.3825,44.9,2015,4,9,530330323171,530330323171010.0
7410,7410,49039486,740000.0,6/25/2015,530000000000.0,R4,9,4.0,2.25,3300.0,570.0,12000,2,1976.0,0,47631217,-122059775,627100.0,,1979.0,0.9482,0.0,150741,0.3825,44.9,2015,6,25,530330323171,530330323171010.0
7411,7411,49039544,626500.0,8/22/2015,530000000000.0,R4,9,2.0,2.0,2000.0,580.0,12410,1,1978.0,0,47627635,-122057314,574900.0,,1988.0,0.9819,0.0,169625,0.5418,41.1,2015,8,22,530330323164,530330323164006.0
7412,7412,49039552,593500.0,5/28/2015,530000000000.0,R4,9,3.0,2.5,2100.0,570.0,11488,1,1975.0,0,47628209,-122054695,574900.0,,1988.0,0.9819,0.0,169625,0.5418,41.1,2015,5,28,530330323164,530330323164011.0
7413,7413,49039592,675000.0,8/27/2015,530000000000.0,R4,9,2.0,3.0,3024.0,756.0,11400,1,1977.0,246,47641150,-122060091,627100.0,,1979.0,0.9482,0.0,150741,0.3825,44.9,2015,8,27,530330323171,530330323171000.0
7414,7414,49039598,735000.0,7/30/2015,530000000000.0,R4,9,5.0,4.0,3020.0,540.0,10000,1,1976.0,0,47640666,-122058688,627100.0,,1979.0,0.9482,0.0,150741,0.3825,44.9,2015,7,30,530330323171,530330323171000.0
7415,7415,49039618,603000.0,4/22/2015,530000000000.0,R4,9,3.0,2.5,2110.0,480.0,11155,2,1975.0,0,47638622,-122058329,627100.0,,1979.0,0.9482,0.0,150741,0.3825,44.9,2015,4,22,530330323171,530330323171000.0
7416,7416,49039763,825000.0,6/26/2015,530000000000.0,R4,9,3.0,2.5,3500.0,580.0,9450,2,1977.0,246,47632604,-122050136,627100.0,,1979.0,0.9482,0.0,150741,0.3825,44.9,2015,6,26,530330323171,530330323171000.0
7417,7417,49039767,660000.0,4/23/2015,530000000000.0,R4,9,4.0,3.0,3180.0,790.0,13653,2,1978.0,246,47631605,-122049606,627100.0,,1979.0,0.9482,0.0,150741,0.3825,44.9,2015,4,23,530330323171,530330323171000.0
7418,7418,49039769,679000.0,9/1/2015,530000000000.0,R4,9,3.0,3.0,2330.0,510.0,11997,1,1979.0,246,47631249,-122049031,627100.0,,1979.0,0.9482,0.0,150741,0.3825,44.9,2015,9,1,530330323171,530330323171000.0
7419,7419,49039861,680000.0,7/23/2015,530000000000.0,R4,9,4.0,3.25,2710.0,420.0,12760,2,1987.0,0,47641601,-122060232,574900.0,,1988.0,0.9819,0.0,169625,0.5418,41.1,2015,7,23,530330323164,530330323164012.0
7420,7420,49039880,720000.0,4/18/2015,530000000000.0,R4,9,4.0,3.0,2820.0,800.0,14250,2,1991.0,246,47639642,-122054487,627100.0,,1979.0,0.9482,0.0,150741,0.3825,44.9,2015,4,18,530330323171,530330323171000.0
7421,7421,49039900,585000.0,9/9/2015,530000000000.0,R4,9,4.0,3.25,2660.0,720.0,12240,2,1980.0,0,47635644,-122043434,627100.0,,1979.0,0.9482,0.0,150741,0.3825,44.9,2015,9,9,530330323171,530330323171003.0
7422,7422,49039901,575000.0,6/2/2015,530000000000.0,R4,9,3.0,2.25,1970.0,510.0,12540,2,1980.0,0,47635615,-122043823,627100.0,,1979.0,0.9482,0.0,150741,0.3825,44.9,2015,6,2,530330323171,530330323171003.0
7423,7423,49039903,808000.0,6/27/2015,530000000000.0,R4,9,5.0,2.75,3560.0,440.0,17290,1,1980.0,0,47636091,-122043460,627100.0,,1979.0,0.9482,0.0,150741,0.3825,44.9,2015,6,27,530330323171,530330323171003.0
7424,7424,49039939,785000.0,6/9/2015,530000000000.0,R4,9,4.0,2.5,3550.0,860.0,13410,2,1983.0,0,47633667,-122045377,627100.0,,1979.0,0.9482,0.0,150741,0.3825,44.9,2015,6,9,530330323171,530330323171003.0
7425,7425,49039960,710000.0,7/31/2015,530000000000.0,R4,9,4.0,2.25,2840.0,660.0,12825,2,1983.0,0,47632186,-122044951,566500.0,,1985.0,0.958,0.0,168409,0.4093,43.4,2015,7,31,530330323172,530330323172008.0
7426,7426,49039985,550000.0,9/5/2015,530000000000.0,R4,9,4.0,3.0,2630.0,590.0,9860,2,1984.0,0,47631363,-122042062,566500.0,,1985.0,0.958,0.0,168409,0.4093,43.4,2015,9,5,530330323172,530330323172006.0
7427,7427,49040033,860000.0,9/29/2015,530000000000.0,R4,9,4.0,2.5,3340.0,660.0,12000,2,1983.0,0,47635116,-122044397,566500.0,,1985.0,0.958,0.0,168409,0.4093,43.4,2015,9,29,530330323172,530330323172002.0
7428,7428,49040059,705000.0,6/13/2015,530000000000.0,R4,9,3.0,2.5,2340.0,60.0,17000,1,1988.0,0,47635070,-122040905,566500.0,,1985.0,0.958,0.0,168409,0.4093,43.4,2015,6,13,530330323172,530330323172001.0
7429,7429,49040073,700000.0,7/9/2015,530000000000.0,R4,9,4.0,2.5,3930.0,810.0,9584,2,1985.0,0,47632859,-122036503,566500.0,,1985.0,0.958,0.0,168409,0.4093,43.4,2015,7,9,530330323172,530330323172000.0
