,100 Block Address,Offense ID,Longitude,Latitude,BlockGroup
18457,44TH AVE SW / SW HENDERSON ST,1,-122.389048227,47.52349054,530330116003020.0
18458,1XX BLOCK OF N 104TH ST,69,-122.35761772107246,47.704373850144925,530330014003000.0
18459,21XX BLOCK OF S PEARL ST,33,-122.30451113290908,47.55602579,530330104022014.0
18460,NE 50TH ST / 19TH AVE NE,30,-122.307191041,47.66486034,530330044003011.0
18461,38XX BLOCK OF S CLOVERDALE ST,10,-122.284219755,47.52611067,530330117003011.0
18462,35XX BLOCK OF S HORTON ST,1,-122.288506073,47.57376475,530330095003032.0
18463,21XX BLOCK OF NE 47TH ST,144,-122.3049546046736,47.663073240763886,530330043021007.0
18464,JOHN ST / DEXTER AVE N,45,-122.34239170808888,47.61971961,530330072001070.0
18465,31XX BLOCK OF NE 123RD ST,40,-122.294580963625,47.7173762495,530330007001002.0
18466,BROADWAY / MADISON ST,52,-122.320760201,47.61116907,530330075004022.0
18467,13TH AVE / E PIKE ST,39,-122.315530039,47.6141129,530330075002010.0
18468,5TH AVE W / W LEE ST,4,-122.363110659,47.63133078,530330069002030.0
18469,NW 62ND ST/20TH AV NW,1,-122.382129703,47.67382468,530330033004009.0
18470,50XX BLOCK OF 51ST AVE S,13,-122.269816581,47.55667753,530330102001026.0
18471,9XX BLOCK OF SW 124TH ST,1,-122.34689885,47.49208391,530330268022006.0
18472,86XX BLOCK OF 7TH AVE S,6,-122.325594,47.52604838,530330112001023.0
18473,20XX BLOCK OF NE 70TH ST,1,-122.305928261,47.67942208,530330025002005.0
18474,S BRIGHTON ST / 27TH AVE S,2,-122.29779977,47.54219784,530330110022015.0
18475,QUEEN ANNE AVE N / W REPUBLICAN ST,20,-122.356719858,47.62327681,530330071002006.0
18476,S LANDER ST / 1ST AVE S,1,-122.334200814,47.57981114,530330093003024.0
18477,2XX BLOCK OF NW 47TH ST,7,-122.359603001,47.66321193,530330048001028.0
18478,1XX BLOCK OF NW 39TH ST,40,-122.358331402,47.65414879,530330048003046.0
18479,S MOUNT BAKER BLVD / S MCCLELLAN ST,2,-122.288726822,47.57834034,530330095001056.0
18480,68XX BLOCK OF RAINIER AVE S,118,-122.27218590474575,47.54158415847458,530330111022008.0
18481,QUEEN ANNE AVE N / W CROCKETT ST,12,-122.356941338,47.63716964,530330068002009.0
18482,15XX BLOCK OF 6TH AVE,662,-122.33491844299849,47.611639427401805,530330082001005.0
18483,8XX BLOCK OF S DAKOTA ST,18,-122.321811883,47.56720280888889,530330093003119.0
18484,N 46TH ST / LINDEN AVE N,7,-122.34858322142856,47.66213328,530330049005001.0
18485,SW CONCORD ST / FAUNTLEROY WAY SW,1,-122.392747993,47.52419818,530330116005012.0
18486,BEACON AVE S / CHEASTY BLVD S,40,-122.305112614,47.56118864,530330100012026.0
18487,6XX BLOCK OF NW 53RD ST,48,-122.364733931125,47.6671835675,530330048004001.0
18488,SW ANDOVER ST / 32ND AVE SW,1,-122.372046779,47.56793417,530330099001021.0
18489,14XX BLOCK OF N 53RD ST,13,-122.33926727723076,47.667084902307685,530330046001012.0
18490,45XX BLOCK OF 2ND AVE NE,29,-122.3272410955862,47.66197931,530330052004009.0
18491,1XX BLOCK OF 26TH AVE,89,-122.29891112153932,47.602812323595515,530330088003005.0
18492,M L KING JR WAY S / S DAKOTA ST,12,-122.296894191,47.56628403,530330100013000.0
18493,16XX BLOCK OF NW 75TH ST,2,-122.37839292,47.6832225,530330030004008.0
18494,86XX BLOCK OF 42ND AVE S,38,-122.28080475094735,47.52518289,530330117001010.0
18495,N 107TH ST / EVANSTON AVE N,2,-122.351450702,47.70688764,530330014002000.0
18496,8XX BLOCK OF 29TH AVE S,37,-122.29540989372973,47.59513503,530330089002013.0
18497,13TH AVE / E UNION ST,2,-122.3154810415,47.61290803,530330075004013.0
18498,BARTLETT AVE NE / NE 110TH ST,1,-122.281471342,47.70862337,530330008002011.0
18499,30XX BLOCK OF SW GRAHAM ST,26,-122.37132344746152,47.54694355,530330107022002.0
18500,2ND AVE W / W PROSPECT ST,6,-122.359233949,47.62872334,530330070006001.0
18501,27XX BLOCK OF E CHERRY ST,70,-122.29711209384284,47.60799819657143,530330088002003.0
18502,KIRKWOOD PL N / WOODLAWN AVE N,1,-122.335066017,47.67301384,530330046001002.0
18503,69XX BLOCK OF 32ND AVE NW,3,-122.398382073,47.67909044,530330032007001.0
18504,E UNION ST / M L KING JR WAY,28,-122.296199195,47.61294056,530330077001032.0
18505,15XX BLOCK OF AUBURN PL E,1,-122.310542578,47.6332218,530330062003008.0
18506,MERIDIAN AVE N / N 105TH ST,3,-122.333929678,47.7050364,530330012005011.0
18507,20XX BLOCK OF S MAIN ST,101,-122.30534716586138,47.59999561,530330090001003.0
18508,46XX BLOCK OF SW SPOKANE ST,1,-122.391431249,47.57206163,530330097021020.0
18509,27XX BLOCK OF MONTLAKE BLVD E,21,-122.30460750866666,47.645347567142856,530330062002002.0
18510,5XX BLOCK UNION ST,1,-122.334110816,47.60991763,530330082001020.0
18511,NORTHGATE I5 NB ON RP / NE NORTHGATE WAY,1,-122.328634269,47.70862872,530330012004002.0
18512,NE 125TH ST / 5TH AVE NE,3,-122.323591494,47.7194858,530330002003007.0
18513,1ST AVE NW / NW 143RD ST,1,-122.358250296,47.7323212,530330004012002.0
18514,51XX BLOCK OF S ROXBURY ST,74,-122.26852991037836,47.51684229,530330118004010.0
18515,4XX BLOCK OF 20TH AVE E,7,-122.30602314657142,47.622531662857135,530330076002002.0
18516,86XX BLOCK OF 3RD AVE NW,49,-122.3606588104898,47.69202553408163,530330017011014.0
18517,2ND AVE SW / HIGHLAND PARK WAY SW,14,-122.337111341,47.53981266,530330112002061.0
18518,E ARTHUR PL / 29TH AVE E,7,-122.294894278,47.62367132,530330077001001.0
18519,84XX BLOCK OF 8TH AVE S,9,-122.322894448,47.52774028,530330112002054.0
18520,69XX BLOCK OF SEWARD PARK AVE S,19,-122.26649218094737,47.54026344105263,530330111024000.0
18521,113XX BLOCK OF EXETER AVE NE,9,-122.278934714,47.71198503,530330009001008.0
18522,8TH AVE NW / NW 43RD ST,15,-122.366125052,47.6592693,530330048003010.0
18523,42XX BLOCK OF WEST MARGINAL WAY SW,1,-122.352820027,47.56465831,530330099004095.0
18524,NW 49TH ST / 15TH AVE NW,8,-122.376319913,47.66439323,530330047002027.0
18525,16XX BLOCK OF S MAIN ST,33,-122.31092234030304,47.600004629090904,530330090002009.0
18526,9XX BLOCK OF SW CLOVERDALE ST,2,-122.347382681,47.52647549,530330113004010.0
18527,9XX BLOCK OF 5TH AVE,131,-122.3314720980916,47.60619596,530330082001033.0
18528,46XX BLOCK OF W RAYE ST,1,-122.416073704,47.64348475,530330056002011.0
18529,W EMERSON PL / 21ST AVE W,7,-122.383386442,47.65563076,530330058014005.0
18530,SW MORGAN ST / 39TH AVE SW,2,-122.381875394,47.54480314,530330106001020.0
18531,91XX BLOCK OF 17TH AVE NE,12,-122.309476042,47.69532347,530330020001009.0
18532,LAKESIDE AVE S / S LANE ST,1,-122.28761936,47.5966018,530330089001037.0
18533,22XX BLOCK OF 15TH AVE S,24,-122.313390562,47.58333832,530330094003020.0
18534,28XX BLOCK OF 29TH AVE S,16,-122.29516837375,47.577961519375,530330095004006.0
18535,7XX BLOCK OF S COURT ST,2,-122.323411013,47.5707012,530330093003207.0
18536,29XX BLOCK OF 24TH AVE W,10,-122.3875569792,47.645789522,530330058021011.0
18537,6XX BLOCK OF 5TH AVE N,72,-122.34756792119444,47.62499220708333,530330072001015.0
18538,90XX BLOCK OF 37TH AVE S,19,-122.285959852,47.52241126,530330117003029.0
18539,41XX BLOCK OF LINDEN AVE N,101,-122.34854164729704,47.6572022,530330049002001.0
18540,8TH AVE NW / NW 48TH ST,8,-122.366191338,47.6636514,530330048004008.0
18541,54XX BLOCK OF 31ST AVE SW,44,-122.3722736930909,47.55286187977273,530330107021001.0
18542,20XX BLOCK OF S WELLER ST,44,-122.30560826390908,47.5974794,530330090001011.0
18543,3XX BLOCK OF W GALER ST,25,-122.36165389156,47.6323242676,530330068002022.0
18544,W GALER ST / 6TH AVE W,2,-122.365049565,47.63232962,530330069002024.0
18545,51XX BLOCK OF S ROSE ST,12,-122.26950995883332,47.52933577,530330118006007.0
18546,73XX BLOCK OF BAINBRIDGE PL SW,13,-122.391922298,47.53763576,530330116006008.0
18547,100XX BLOCK OF 32ND AVE SW,9,-122.37298905,47.51302115,530330120001019.0
18548,N 77TH ST / CORLISS AVE N,1,-122.330421255,47.68507075,530330027002016.0
18549,117XX BLOCK OF EVANSTON AVE N,24,-122.351563172,47.71505615,530330004023000.0
18550,26XX BLOCK OF 3RD AVE,366,-122.348430871153,47.61685497,530330072003007.0
18551,24XX BLOCK DEXTER AVE N,2,-122.3444740165,47.640765115,530330060001010.0
18552,14XX BLOCK 8TH AVE W,1,-122.367809847,47.6317147,530330069002019.0
18553,40XX BLOCK OF 32ND AVE W,24,-122.398229424375,47.65677826,530330057006007.0
18554,BROADWAY / E FIR ST,21,-122.320739896,47.6026933,530330086003012.0
18555,39TH AVE S / S BENEFIT ST,2,-122.283694312,47.51973642,530330117002026.0
18556,20XX BLOCK OF N 145TH ST,6,-122.334804156,47.73413613,530330210002012.0
18557,115XX BLOCK OF 12TH AVE NW,1,-122.371550095,47.7126323,530330005001013.0
18558,CASCADIA AVE S / SIERRA DR S,2,-122.283546431,47.5748065,530330095003041.0
18559,127XX BLOCK GREENWOOD AVE N,1,-122.355544664,47.72232558,530330004021003.0
18560,14XX BLOCK OF YAKIMA AVE S,6,-122.294468252,47.59045812,530330095002010.0
18561,38TH AVE E / E HOWE ST,1,-122.284025293,47.63579691,530330063003011.0
18562,11TH AVE SW / SW ROXBURY ST,3,-122.349243929,47.5173261,530330113002006.0
18563,1XX BLOCK OF W DENNY WAY,17,-122.35776763894116,47.61861264588235,530330080013007.0
18564,DENNY WAY / 2ND AVE,48,-122.353354789,47.61859401,530330071002004.0
18565,22XX BLOCK OF 22ND AVE E,18,-122.30394738755555,47.63894412,530330062002037.0
18566,4TH AVE S / SEATTLE BLVD S,14,-122.329046219,47.59648602,530330093002019.0
18567,28XX BLOCK OF NW 65TH ST,20,-122.3943201041,47.6758951,530330032007015.0
18568,61XX BLOCK OF CORLISS AVE N,3,-122.330887691,47.67327722,530330036003014.0
18569,E MARION ST / BROADWAY,1,-122.320758342,47.6101838,530330086002005.0
18570,94XX BLOCK OF 36TH AVE SW,31,-122.37818529241936,47.51838636,530330116004014.0
18571,S JUNEAU ST / 34TH CT S,2,-122.289593668,47.5497788,530330104013000.0
18572,39TH AVE S / S CHARLESTOWN ST,1,-122.28394401,47.56976762,530330101005024.0
18573,17XX BLOCK OF SW MYRTLE ST,1,-122.356697484,47.53912804,530330108002010.0
18574,86XX BLOCK OF LAKE CITY WAY NE,8,-122.306292254375,47.69164478,530330021003008.0
18575,60XX BLOCK OF 36TH AVE S,5,-122.287607864,47.5477415,530330104013000.0
18576,NE 47TH ST / 9TH AVE NE,4,-122.318397717,47.66312454,530330052005000.0
18577,3XX BLOCK OF NW 75TH ST,28,-122.361992365,47.68327274,530330029003008.0
18578,6XX BLOCK OF TERRY AVE,19,-122.3239673733158,47.60637551,530330085002004.0
18579,120XX BLOCK OF 31ST AVE NE,230,-122.29521884682173,47.7164810003913,530330007001005.0
18580,8XX BLOCK OF 4TH AVE N,38,-122.34885964502632,47.62672505,530330067002026.0
18581,48XX BLOCK OF 22ND AVE NE,3,-122.30412708,47.66399256,530330043022010.0
18582,36TH AVE W / W ELMORE ST,1,-122.403584321,47.65767427,530330057006004.0
18583,7XX BLOCK OF 19TH AVE,33,-122.3076181379394,47.60860505,530330087001012.0
18584,W DRAVUS ST / 15TH AVE W,1,-122.376383399,47.648473,530330058014061.0
18585,42ND AVE S / S EDDY ST,1,-122.280834168,47.54510058,530330111014001.0
18586,32XX BLOCK OF 5TH AVE W,4,-122.363551325,47.64860966,530330059003000.0
18587,W MCGRAW ST / 5TH AVE W,1,-122.363610994,47.63959653,530330059005026.0
18588,EB / I90 BR,3,-122.285548982,47.58989803,530330095001050.0
18589,42XX BLOCK OF 2ND AVE NE,21,-122.32729432509524,47.65833328,530330052003007.0
18590,24XX BLOCK OF W RUFFNER ST,1,-122.388187913,47.65214698,530330058012001.0
18591,59XX BLOCK OF CORSON AVE S,198,-122.32092742592928,47.54919218691919,530330109002075.0
18592,9XX BLOCK OF S PLUM ST,1,-122.321018077,47.58555803,530330093003009.0
18593,19XX BLOCK OF N 41ST ST,9,-122.33441935555555,47.65680731,530330051002019.0
18594,5XX BLOCK OF 12TH AVE,33,-122.31678031278788,47.606742921818174,530330086001016.0
18595,36XX BLOCK OF AIRPORT WAY S,39,-122.32273766953845,47.571052497692314,530330093003117.0
18596,36XX BLOCK OF SW 102ND ST,11,-122.378219144,47.51198172090909,530330120001007.0
18597,19XX BLOCK QUEEN ANNE AVE N,1,-122.356948376,47.63656277,530330068002010.0
18598,95XX BLOCK OF 30TH AVE NE,5,-122.2960416028,47.69795471,530330021001009.0
18599,SW CHARLESTOWN ST / 36TH AVE SW,1,-122.377442221,47.57006461,530330098003001.0
18600,83XX BLOCK OF MILITARY RD S,25,-122.293827564,47.53177516,530330117002004.0
18601,9XX BLOCK OF 4TH AVE N,16,-122.348853665,47.62757232,530330067002015.0
18602,25TH AVE S / S HILL ST,9,-122.30032538,47.58449681,530330095002056.0
18603,1XX BLOCK OF N 117TH ST,4,-122.3575310415,47.71416703,530330004023005.0
18604,S BAYVIEW ST / 18TH AVE S,2,-122.309781288,47.58099954,530330094003037.0
18605,61XX BLOCK OF NE 60TH ST,7,-122.261523718,47.67209394,530330041001009.0
18606,97XX BLOCK OF 26TH AVE SW,1,-122.36590279,47.51644392,530330266002003.0
18607,NW 80TH ST / 23RD AVE NW,3,-122.385400269,47.6868187,530330031001009.0
18608,39XX BLOCK OF SW PORTLAND ST,6,-122.383325482,47.53286611,530330116002006.0
18609,S FLETCHER ST / 45TH AVE S,1,-122.276343401,47.51905043,530330117001014.0
18610,43XX BLOCK OF 9TH AVE NW,2,-122.368235699,47.65942454,530330047002075.0
18611,35TH AVE SW / SW BRANDON ST,6,-122.376275811,47.55378049,530330099003009.0
18612,30XX BLOCK OF EAST LAURELHURST DR NE,1,-122.276058405,47.6496178,530330041006020.0
18613,NW 70TH ST / 13TH AVE NW,1,-122.373001852,47.67954018,530330030003019.0
18614,24XX BLOCK OF W COMMODORE WAY,21,-110.73263949295237,43.12218263095238,560239780001008.0
18615,YESLER WAY / ALASKAN E RDWY WAY,1,-122.336034056,47.60172457,530330081001039.0
18616,9XX BLOCK OF N 71ST ST,15,-122.346231246,47.68030573,530330028003008.0
18617,62XX BLOCK OF S PERRY ST,8,-122.2554567705,47.5151798775,530330118002000.0
18618,95XX BLOCK OF WATERS AVE S,20,-122.25876401035,47.517119944,530330118002000.0
18619,3XX BLOCK OF FLORENTIA ST,22,-122.35055340540907,47.64688218,530330060004008.0
18620,2ND AVE NW / NW 132ND ST,1,-122.359597494,47.72506978,530330004012017.0
18621,14TH AVE / E JEFFERSON ST,5,-122.314165335,47.60619197,530330086001012.0
18622,33RD AVE W / W THURMAN ST,1,-122.399520768,47.65586829,530330057006006.0
18623,37XX BLOCK OF BEACH DR SW,46,-122.41043828597826,47.57068989,530330097014009.0
18624,1XX BLOCK OF N 1XX BLOCK OFST ST,1,-122.356752387,47.70219273,530330017021002.0
18625,39XX BLOCK OF NE SURBER DR,17,-122.28534756335294,47.65586813588235,530330041005017.0
18626,9XX BLOCK OF N 83RD ST,50,-122.34586540694,47.68911263,530330028004007.0
18627,WEST SEATTLE BR EB / ALASKAN WY VI,1,-122.339214112,47.57072449,530330093003129.0
18628,48XX BLOCK OF NE 95TH ST,1,-122.275788454,47.6973991,530330009002023.0
18629,6XX BLOCK OF NE NORTHGATE WAY,10,-122.321918377,47.70858578,530330012003002.0
18630,4TH AVE / STEWART ST,2,-122.338732425,47.61229387,530330072001065.0
18631,34XX BLOCK OF 10TH AVE W,39,-122.37014410030768,47.65136974,530330059002000.0
18632,E ROANOKE ST / ROYAL CT E,3,-122.299476163,47.64314535,530330062001019.0
18633,WOODLAND PL N / N 64TH ST,1,-122.34767761,47.6753167,530330035002003.0
18634,6XX BLOCK OF PROSPECT ST,64,-122.3443200375625,47.628899125,530330067002010.0
18635,60XX BLOCK OF 18TH AVE SW,21,-122.35710577195238,47.54835962,530330108003019.0
18636,FREMONT AVE N / N 34TH ST,75,-122.34974744797331,47.64958973,530330049002022.0
18637,73XX BLOCK OF EARL AVE NW,24,-122.39190929816667,47.68220537,530330031004002.0
18638,120XX BLOCK OF EXETER AVE NE,2,-122.282298071,47.71672185,530330009001004.0
18639,29TH AVE W / W SMITH ST,1,-122.394190068,47.64115735,530330057003007.0
18640,13XX BLOCK OF E FIR ST,10,-122.3145600496,47.60268197,530330086003007.0
18641,78XX BLOCK OF 12TH AVE NE,18,-122.314946728,47.68603359,530330026004007.0
18642,30XX BLOCK OF S BRANDON ST,7,-122.293396364,47.55350389,530330104011010.0
18643,17TH AVE NW / NW LEARY WAY,19,-122.378893198,47.66395682,530330047002038.0
18644,31ST AVE SW / SW MORGAN ST,6,-122.37253412333332,47.54465309,530330107022011.0
18645,2ND AVE S / S FONTANELLE ST,3,-122.331134427,47.53673888,530330112002016.0
18646,21XX BLOCK OF N NORTHLAKE WAY,523,-122.33249389702868,47.64829623,530330054002015.0
18647,4XX BLOCK OF NW 44TH ST,9,-122.362472587,47.66048168,530330048004016.0
18648,27XX BLOCK OF SW ANDOVER ST,1,-122.366755448,47.56834146,530330099004064.0
18649,12XX BLOCK OF M L KING JR WAY,1,-122.296212258,47.61227923,530330088001003.0
18650,14TH AVE NE / NE 65TH ST,15,-122.313131211,47.67579369,530330026003015.0
18651,64XX BLOCK OF 9TH AVE NW,10,-122.3687339917,47.675622561,530330033002000.0
18652,86XX BLOCK OF 30TH AVE SW,37,-122.37125425994594,47.52557072972973,530330114012009.0
18653,24XX BLOCK OF E SPRUCE ST,23,-122.30052956752172,47.60350561,530330088003007.0
18654,11XX BLOCK OF NE BOAT ST,16,-122.316155997,47.65241666,530330053022011.0
18655,N 43RD ST / DENSMORE AVE N,1,-122.337402712,47.65915854,530330050001047.0
18656,17TH AVE S / S MASSACHUSETTS ST,8,-122.31054495,47.5884335,530330094005015.0
18657,W DRAVUS ST / 29TH AVE W,1,-122.39423889,47.64864306,530330057002010.0
18658,SUMMIT AVE E / E HARRISON ST,28,-122.325305994,47.62198601,530330074014001.0
18659,38XX BLOCK OF LETITIA AVE S,44,-122.29081356697728,47.56854492931818,530330101004005.0
18660,18XX BLOCK OF S JACKSON ST,361,-122.30831512506094,47.59924291398892,530330090002023.0
18661,93XX BLOCK OF RENTON AVE S,26,-122.2713181963846,47.51840765730769,530330117004008.0
18662,33RD AVE W / W LYNN ST,1,-122.39962932,47.63910735,530330056005005.0
18663,BROOKLYN AVE NE / NE RAVENNA BLVD,11,-122.3141723511818,47.67130691636364,530330044002021.0
18664,24XX BLOCK OF E ROANOKE ST,25,-122.30125285696,47.6431509084,530330062001035.0
18665,26XX BLOCK OF S CHARLES ST,1,-122.298796828,47.59457572,530330089004011.0
18666,122XX BLOCK OF PHINNEY AVE N,42,-122.354226188,47.71869152,530330004024003.0
18667,6XX BLOCK OF 21ST AVE,26,-122.30502643430768,47.60759153,530330087001017.0
18668,41XX BLOCK OF 51ST AVE SW,6,-122.397506334,47.56574656,530330097022013.0
18669,SW MASSACHUSETTS ST / 44TH AVE SW,1,-122.387612422,47.58806732,530330096004008.0
18670,3XX BLOCK OF ELLIOTT AVE W,77,-122.36184729777922,47.62143065558442,530330071001011.0
18671,28XX BLOCK OF 31ST AVE W,18,-122.39693658,47.64571868,530330057003000.0
18672,60XX BLOCK OF 35TH PL NW,22,-122.40257963404544,47.67281132,530330032006045.0
18673,15XX BLOCK OF ELLIOTT AVE W,31,-122.37583410512904,47.63246376,530330058022027.0
18674,9XX BLOCK OF E LYNN ST,20,-122.32070734365,47.63954521,530330061002027.0
18675,22XX BLOCK OF E HIGHLAND DR,6,-122.302717431,47.63040569,530330064003000.0
18676,142XX BLOCK OF 40TH AVE NE,2,-122.285756985,47.73282288,530330001001010.0
18677,40XX BLOCK OF NE 109TH ST,24,-122.2848749315,47.70754555,530330008002014.0
18678,44XX BLOCK OF S BENEFIT ST,15,-122.276808952,47.51965193,530330117001014.0
18679,56XX BLOCK OF BEACH DR SW,26,-122.39801568253846,47.55260592076923,530330106005004.0
18680,6XX BLOCK OF TEMPLE PL,1,-122.296785716,47.60726772,530330088002012.0
18681,66TH AVE S / S BANGOR ST,1,-122.251219916,47.5063887,530330119002015.0
18682,3XX BLOCK OF BOREN AVE N,76,-122.33585222326316,47.62144755,530330073003012.0
18683,BROADWAY / YESLER WAY,15,-122.320737356,47.60170036,530330086003013.0
18684,83XX BLOCK OF FREMONT AVE N,7,-122.34990864542856,47.68947352,530330028004006.0
18685,40XX BLOCK OF 12TH AVE S,10,-122.3172475139,47.56813953,530330093003109.0
18686,I5 NB / S MICHIGAN ST ON RP,10,-122.32015605,47.54735569,530330109002082.0
18687,3RD AVE NW / NW 87TH ST,3,-122.360659037,47.69205105,530330017011014.0
18688,42XX BLOCK OF 26TH AVE W,10,-122.389907133,47.65813055,530330058014031.0
18689,75XX BLOCK OF LINDEN AVE N,10,-122.3468000766,47.683669758,530330028002000.0
18690,38XX BLOCK OF 25TH AVE W,38,-122.38872222013156,47.65512436,530330058013013.0
18691,37XX BLOCK OF RENTON AVE S,4,-122.29612981,47.57069777,530330101003000.0
18692,9TH AVE W / W BLAINE ST,1,-122.369118009,47.63474047,530330069004015.0
18693,MELROSE AVE E / E MERCER ST,32,-122.327880761,47.62428211,530330074013001.0
18694,17XX BLOCK OF NE 97TH ST,6,-122.308682379,47.69940639,530330020001003.0
18695,N 36TH ST / WOODLAND PARK AVE N,8,-122.344021997,47.65054468,530330054003003.0
18696,SW HOLDEN ST / 29TH AVE SW,3,-122.369819724,47.53371786,530330107012018.0
18697,15TH AVE NE / NE 125TH ST,2,-122.312678777,47.71941404,530330007003004.0
18698,E ROY ST / MELROSE AVE E,2,-122.327886601,47.62511922,530330066001017.0
18699,E JOHN CT / 15TH AVE E,1,-122.312722243,47.61966389,530330076003010.0
18700,30TH AVE SW / SW HENDERSON ST,1,-122.371292184,47.52285617,530330114021035.0
18701,27TH PL W / W MANOR PL,2,-122.391186601,47.65309155,530330058013010.0
18702,20XX BLOCK OF NE 123RD ST,9,-122.30580300244443,47.71754006,530330007003001.0
18703,15TH AVE S / S MASSACHUSETTS ST,5,-122.313780676,47.5884753,530330094005008.0
18704,12XX BLOCK OF NW 70TH ST,10,-122.3719906916,47.679541572,530330030003020.0
18705,ELLIOTT AVE W / W LEE ST,6,-122.373169016,47.63028957,530330058022019.0
18706,MONTLAKE BLVD NE / NE 45TH ST RP,1,-122.299465491,47.66068091,530330053023004.0
18707,44XX BLOCK OF 55TH AVE NE,8,-122.268928129,47.66064671,530330041002013.0
18708,63XX BLOCK OF WOODLAWN AVE N,7,-122.33323954357142,47.674456458571434,530330036003006.0
18709,25XX BLOCK OF MONTAVISTA PL W,11,-122.40506191636364,47.641773877272726,530330056004017.0
18710,49XX BLOCK OF 52ND AVE S,18,-122.268170815,47.55767099,530330102001024.0
18711,5XX BLOCK OF 20TH AVE E,47,-122.30600080293615,47.62381067,530330076001013.0
18712,13 AVE E OLIVE ST,1,-122.315567253,47.61644136,530330075002006.0
18713,30XX BLOCK OF SW RAYMOND ST,20,-122.371651899,47.5482978,530330107021012.0
18714,23XX BLOCK OF 5TH AVE,80,-122.34372887495,47.616414920125,530330072002024.0
18715,W RUFFNER ST / 21ST AVE W,1,-122.383232029,47.65215566,530330058014050.0
18716,47TH AVE SW / SW BRANDON ST,1,-122.39234141,47.55394069,530330105003010.0
18717,140XX BLOCK OF BAGLEY AVE N,19,-122.332781643,47.73139687,530330003001016.0
18718,S HAWTHORN RD / SEWARD PARK AVE S,3,-122.259271014,47.54866183,530330102002002.0
18719,TERRY AVE N / HARRISON ST,11,-122.337151489,47.62203646,530330073003008.0
18720,20XX BLOCK OF 20TH AVE S,10,-122.306849877,47.58501479,530330094003013.0
18721,6XX BLOCK OF S SNOQUALMIE ST,17,-122.32543113205882,47.56200314,530330093003162.0
18722,NW 42ND ST / 3RD AVE NW,2,-122.360811138,47.65776837,530330048002025.0
18723,34XX BLOCK OF NW 67TH ST,4,-122.401584632,47.67701239,530330032007005.0
18724,57XX BLOCK OF NE 65TH ST,8,-122.267455176,47.67574194,530330040001032.0
18725,36XX BLOCK OF 50TH AVE NE,4,-122.27348938,47.65598401,530330041006000.0
18726,41XX BLOCK OF SW 102ND ST,5,-122.385168559,47.51207953,530330120003020.0
18727,2XX BLOCK OF EDGAR MARTINEZ DR S,6,-122.331597891,47.5903106,530330093002045.0
18728,86XX BLOCK OF 22ND AVE SW,31,-122.36182353925805,47.5255883,530330114012007.0
18729,PINEHURST WAY NE / NE 113TH ST,2,-122.317403401,47.71058993,530330012001004.0
18730,NE 145TH ST / 19TH AVE NE,1,-122.308695434,47.73390592,530330211003014.0
18731,11XX BLOCK OF NE 43RD ST,37,-122.3160489175946,47.65982969,530330053013003.0
18732,5XX BLOCK OF MALDEN AVE E,29,-122.31362132089656,47.62367812,530330075001000.0
18733,7XX BLOCK OF N 83RD ST,52,-122.3485628301923,47.689112079807686,530330028004006.0
18734,97XX BLOCK OF 12TH AVE NE,1,-122.314918665,47.69990642,530330020002005.0
18735,27TH AVE NE / NE 125TH ST,4,-122.299089414,47.71930055,530330002002014.0
18736,51XX BLOCK OF S FISHER PL,22,-122.26953178463636,47.52140116,530330118006016.0
18737,42ND AVE E / E MADISON ST,11,-122.278472197,47.63547246,530330063001012.0
18738,135XX BLOCK OF 16TH AVE NE,21,-122.31099882985714,47.72754142,530330002004007.0
18739,EASTERN AVE N / N 41ST ST,4,-122.329035074,47.65668383,530330051002014.0
18740,1XX BLOCK OF NW 36TH ST,62,-122.35830902603225,47.65311025,530330048003049.0
18741,46XX BLOCK OF 38TH AVE S,118,-122.28490785194916,47.56125708,530330101002019.0
18742,90XX BLOCK OF VALDEZ AVE S,16,-122.278295478625,47.5224280075,530330117001014.0
18743,21ST AVE SW / SW MYRTLE ST,1,-122.359630984,47.53914151,530330108002004.0
18744,28XX BLOCK OF 62ND AVE SW,25,-122.41197854816,47.57825038,530330097012002.0
18745,52XX BLOCK OF 20TH AVE NE,49,-122.30649223755103,47.66721613,530330043021003.0
18746,50XX BLOCK OF LEARY AVE NW,2,-122.379465523,47.66441114,530330047004033.0
18747,105XX BLOCK OF DAYTON AVE N,38,-122.35277599002632,47.70598306,530330014002017.0
18748,S BRANDON ST / 57TH AVE S,2,-122.261962253,47.55334701,530330102001018.0
18749,54XX BLOCK OF RUSSELL AVE NW,22,-122.38262141413637,47.66826088,530330047004018.0
18750,S ALBRO PL / STANLEY AVE S,11,-122.314914425,47.54699111,530330109002088.0
18751,42XX BLOCK OF SW DONOVAN ST,5,-122.385744478,47.5254557,530330116003011.0
18752,6XX BLOCK OF SW ROXBURY ST,3,-122.343384336,47.51729173,530330113002002.0
18753,23RD AVE S / S MCCLELLAN ST,4,-122.303325111,47.57835108,530330100011001.0
18754,12XX BLOCK OF E MADISON ST,106,-122.31612396086793,47.6131198,530330075004008.0
18755,NE 143RD PL / 30TH AVE NE,2,-122.296532887,47.73271413,530330001004001.0
18756,55XX BLOCK OF S WALLACE ST,23,-122.26321586,47.49740413,530330119004013.0
18757,17XX BLOCK OF E GALER ST,9,-122.30923272177776,47.63231654,530330062003001.0
18758,W GALER ST / ALASKAN WAY W,1,-122.376713388,47.63162512,530330058023051.0
